DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240117869,09/03/2024 12:00:00 AM,09/02/2024 12:00:00 AM,0900,01,Central,0192,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300 S  HOPE                         ST,,34.0395,-118.2657
240113265,06/15/2024 12:00:00 AM,06/11/2024 12:00:00 AM,1750,01,Central,0154,1,330,BURGLARY FROM VEHICLE,0344 0329,29,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,500 S  SPRING                       ST,,34.0474,-118.2496
240108383,03/03/2024 12:00:00 AM,03/03/2024 12:00:00 AM,1020,01,Central,0132,2,354,THEFT OF IDENTITY,1501,32,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 S  FIGUEROA                     ST,,34.0566,-118.2531
240110489,04/19/2024 12:00:00 AM,04/19/2024 12:00:00 AM,1450,01,Central,0152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2048 0910 1822 1218 0416 0356 0417 2050 2052 1268,29,M,W,835,7TH AND METRO CENTER (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240100616,02/24/2024 12:00:00 AM,02/24/2024 12:00:00 AM,2230,01,Central,0159,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416,25,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,7TH,ALAMEDA,34.0349,-118.2386
240112969,06/17/2024 12:00:00 AM,06/17/2024 12:00:00 AM,1915,01,Central,0162,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8TH                          ST,OLIVE                        AV,34.0452,-118.2569
240106815,01/12/2024 12:00:00 AM,01/09/2024 12:00:00 AM,1900,01,Central,0181,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0377 1300 0344 0386,21,F,K,108,PARKING LOT,,,IC,Invest Cont,420,,,,1100 S  FIGUEROA                     ST,,34.0431,-118.2692
240118097,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,1230,01,Central,0154,1,330,BURGLARY FROM VEHICLE,0344 1307 0329,46,F,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,500 S  SPRING                       ST,,34.0474,-118.2496
240105201,01/18/2024 12:00:00 AM,01/11/2024 12:00:00 AM,1630,01,Central,0162,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,700 S  FLOWER                       ST,,34.0487,-118.2588
240106770,02/08/2024 12:00:00 AM,02/08/2024 12:00:00 AM,1000,01,Central,0119,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0910 1266,53,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240106923,02/10/2024 12:00:00 AM,02/10/2024 12:00:00 AM,1719,01,Central,0185,2,624,BATTERY - SIMPLE ASSAULT,1240 1313 0446 1309 0444 1822 0416 2014,47,M,W,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,11TH,MAIN,34.0396,-118.259
240107506,02/19/2024 12:00:00 AM,02/19/2024 12:00:00 AM,1240,01,Central,0111,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307 0358 1302 1300,34,M,A,101,STREET,,,IC,Invest Cont,330,,,,900 N  BROADWAY,,34.0615,-118.2412
240108691,03/07/2024 12:00:00 AM,03/07/2024 12:00:00 AM,1505,01,Central,0153,2,888,TRESPASSING,1501 0910 2004,0,M,O,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
240109664,03/28/2024 12:00:00 AM,03/27/2024 12:00:00 AM,2155,01,Central,0153,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,740,,,,600 S  BROADWAY,,34.0466,-118.252
240117786,08/31/2024 12:00:00 AM,08/30/2024 12:00:00 AM,1500,01,Central,0192,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,1500 S  FIGUEROA                     ST,,34.0383,-118.2695
240110014,04/06/2024 12:00:00 AM,04/06/2024 12:00:00 AM,1940,01,Central,0143,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0910 0329 1307,36,M,O,801,MTA BUS,,,IC,Invest Cont,740,,,,7TH,HILL,34.0488,-118.25
240121359,11/19/2024 12:00:00 AM,11/15/2024 12:00:00 AM,1800,01,Central,0128,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,300 E  2ND                          ST,,34.0498,-118.24
240119712,10/09/2024 12:00:00 AM,10/09/2024 12:00:00 AM,0810,01,Central,0119,2,888,TRESPASSING,0910,0,M,O,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240113964,07/03/2024 12:00:00 AM,07/03/2024 12:00:00 AM,0810,01,Central,0119,2,888,TRESPASSING,0910 2004,0,M,O,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240104544,01/08/2024 12:00:00 AM,01/06/2024 12:00:00 AM,1310,01,Central,0119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,18,M,W,111,BUS-CHARTER/PRIVATE,,,IC,Invest Cont,440,,,,CLARA                        ST,N  VIGNES                       ST,34.0571,-118.2317
240110088,03/19/2024 12:00:00 AM,03/14/2024 12:00:00 AM,1215,01,Central,0132,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,39,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,200 S  FIGUEROA                     ST,,34.0566,-118.2531
240122682,12/15/2024 12:00:00 AM,12/13/2024 12:00:00 AM,1700,01,Central,0148,1,510,VEHICLE - STOLEN,0344 0330,63,M,W,101,STREET,,,IC,Invest Cont,510,,,,4TH,CROCKER,34.0449,-118.2415
240107056,02/12/2024 12:00:00 AM,02/12/2024 12:00:00 AM,1925,01,Central,0119,2,624,BATTERY - SIMPLE ASSAULT,0447 0400 0416,22,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,800 N  VIGNES                       ST,,34.0559,-118.232
240117462,08/23/2024 12:00:00 AM,08/16/2024 12:00:00 AM,2300,01,Central,0182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,341,,,,900 S  GRAND                        AV,,34.0444,-118.2593
240110566,04/12/2024 12:00:00 AM,04/11/2024 12:00:00 AM,2100,01,Central,0162,1,330,BURGLARY FROM VEHICLE,1300 0329 1307 0344,34,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,800 S  OLIVE                        ST,,34.0452,-118.2569
240104673,01/10/2024 12:00:00 AM,01/10/2024 12:00:00 AM,1300,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
240118788,09/21/2024 12:00:00 AM,09/20/2024 12:00:00 AM,2200,01,Central,0131,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,100 S  FIGUEROA                     ST,,34.0569,-118.254
240114499,07/13/2024 12:00:00 AM,07/12/2024 12:00:00 AM,2000,01,Central,0118,1,352,PICKPOCKET,0344 1822,30,F,C,109,PARK/PLAYGROUND,,,IC,Invest Cont,352,,,,1200 N  SPRING                       ST,,34.0659,-118.2339
240117510,08/24/2024 12:00:00 AM,08/16/2024 12:00:00 AM,2200,01,Central,0185,1,480,BIKE - STOLEN,0344 1822,33,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,1000 S  BROADWAY,,34.0409,-118.2574
240106528,02/04/2024 12:00:00 AM,02/04/2024 12:00:00 AM,1920,01,Central,0147,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,300 E  5TH                          ST,,34.0453,-118.2443
240109104,03/16/2024 12:00:00 AM,03/15/2024 12:00:00 AM,1845,01,Central,0129,1,330,BURGLARY FROM VEHICLE,0344 1307 1609,52,M,H,101,STREET,,,IC,Invest Cont,330,,,,JACKSON                      ST,VIGNES                       ST,34.0511,-118.2334
240114072,07/05/2024 12:00:00 AM,07/04/2024 12:00:00 AM,0700,01,Central,0152,2,888,TRESPASSING,0910,0,X,X,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240110534,04/20/2024 12:00:00 AM,04/20/2024 12:00:00 AM,1030,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,0,M,O,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240109269,03/19/2024 12:00:00 AM,03/19/2024 12:00:00 AM,2034,01,Central,0176,1,330,BURGLARY FROM VEHICLE,1300 0344 0329,28,F,C,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,330,,,,300 E  8TH                          ST,,34.0413,-118.2517
240110650,04/24/2024 12:00:00 AM,03/19/2024 12:00:00 AM,1315,01,Central,0132,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 1822 0329,41,F,B,108,PARKING LOT,,,IC,Invest Cont,740,,,,100 S  OLIVE                        ST,,34.055,-118.2477
240119364,10/03/2024 12:00:00 AM,10/03/2024 12:00:00 AM,0740,01,Central,0152,2,888,TRESPASSING,0910,0,X,X,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240105747,01/24/2024 12:00:00 AM,01/24/2024 12:00:00 AM,0540,01,Central,0144,1,310,BURGLARY,0344,41,M,O,202,LIQUOR STORE,,,IC,Invest Cont,310,,,,400 S  SPRING                       ST,,34.0488,-118.2483
240119758,10/08/2024 12:00:00 AM,10/07/2024 12:00:00 AM,1720,01,Central,0176,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,30,M,O,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,341,,,,800 S  LOS ANGELES                  ST,,34.0419,-118.2523
240111290,05/11/2024 12:00:00 AM,05/10/2024 12:00:00 AM,2230,01,Central,0159,1,330,BURGLARY FROM VEHICLE,1300 0329 1307 0344,35,M,B,101,STREET,,,IC,Invest Cont,330,,,,IMPERIAL                     ST,JESSE                        ST,34.0363,-118.2314
240114040,07/04/2024 12:00:00 AM,07/03/2024 12:00:00 AM,1535,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,27,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240115098,07/21/2024 12:00:00 AM,07/21/2024 12:00:00 AM,0840,01,Central,0152,2,888,TRESPASSING,0910 1501,0,X,X,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240113733,06/30/2024 12:00:00 AM,06/30/2024 12:00:00 AM,1345,01,Central,0132,2,888,TRESPASSING,0910 1501,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240120667,11/01/2024 12:00:00 AM,11/01/2024 12:00:00 AM,1255,01,Central,0162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,800 W  8TH                          ST,,34.0473,-118.2601
240106269,01/31/2024 12:00:00 AM,01/31/2024 12:00:00 AM,1835,01,Central,0119,2,888,TRESPASSING,0910 1501,0,X,X,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240110161,04/10/2024 12:00:00 AM,04/07/2024 12:00:00 AM,1105,01,Central,0133,1,352,PICKPOCKET,0344,41,M,B,126,"TRAIN, OTHER THAN MTA (ALSO QUERY 809/810/811)",,,IC,Invest Cont,352,,,,200 S  BROADWAY,,34.0524,-118.2467
240120627,10/31/2024 12:00:00 AM,10/31/2024 12:00:00 AM,0720,01,Central,0119,2,888,TRESPASSING,0910 2004,0,M,O,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240116747,07/29/2024 12:00:00 AM,07/26/2024 12:00:00 AM,0800,01,Central,0139,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,42,M,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,740,,,,900 E  3RD                          ST,,34.0459,-118.2352
240105734,01/25/2024 12:00:00 AM,01/24/2024 12:00:00 AM,2240,01,Central,0144,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4TH,MAIN,34.0488,-118.2483
240117909,09/04/2024 12:00:00 AM,09/02/2024 12:00:00 AM,0500,01,Central,0192,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,1400 S  FIGUEROA                     ST,,34.0391,-118.269
240109427,03/22/2024 12:00:00 AM,03/22/2024 12:00:00 AM,2105,01,Central,0164,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,32,M,B,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,740,,,,600 S  LOS ANGELES                  ST,,34.0446,-118.2507
240116085,08/04/2024 12:00:00 AM,08/04/2024 12:00:00 AM,2235,01,Central,0119,2,888,TRESPASSING,0910 2052,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240108566,03/05/2024 12:00:00 AM,03/05/2024 12:00:00 AM,1345,01,Central,0176,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,68,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,800    SAN JULIAN                   ST,,34.0394,-118.2496
240120027,10/15/2024 12:00:00 AM,10/13/2024 12:00:00 AM,1429,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240112837,06/12/2024 12:00:00 AM,06/12/2024 12:00:00 AM,1745,01,Central,0191,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,713,CONVENTION CENTER,,,IC,Invest Cont,740,,,,1300 S  FIGUEROA                     ST,,34.0388,-118.2717
240109071,03/15/2024 12:00:00 AM,03/14/2024 12:00:00 AM,2330,01,Central,0192,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,400 W  PICO                         BL,,34.0389,-118.2643
240122315,12/08/2024 12:00:00 AM,12/08/2024 12:00:00 AM,1425,01,Central,0135,1,330,BURGLARY FROM VEHICLE,1300 1307 0344,25,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,200 S  SPRING                       ST,,34.0517,-118.2456
240109221,03/19/2024 12:00:00 AM,03/19/2024 12:00:00 AM,2000,01,Central,0195,1,310,BURGLARY,1822 0344,0,X,X,101,STREET,,,AA,Adult Arrest,310,,,,1700 S  LOS ANGELES                  ST,,34.0316,-118.2626
240106741,02/08/2024 12:00:00 AM,02/07/2024 12:00:00 AM,1700,01,Central,0141,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 S  FIGUEROA                     ST,,34.0542,-118.2566
240111254,05/09/2024 12:00:00 AM,04/23/2024 12:00:00 AM,1100,01,Central,0162,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,800 S  HOPE                         ST,,34.0466,-118.259
240114989,07/19/2024 12:00:00 AM,07/19/2024 12:00:00 AM,0645,01,Central,0119,2,888,TRESPASSING,0910,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240121591,11/22/2024 12:00:00 AM,11/20/2024 12:00:00 AM,1820,01,Central,0128,1,330,BURGLARY FROM VEHICLE,0344 0329 1307 1609,31,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,100 S  SAN PEDRO                    ST,,34.0504,-118.2409
240117308,08/21/2024 12:00:00 AM,08/21/2024 12:00:00 AM,0941,01,Central,0132,2,888,TRESPASSING,0910,0,M,O,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240111306,05/11/2024 12:00:00 AM,05/10/2024 12:00:00 AM,1800,01,Central,0159,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,31,M,V,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,600    IMPERIAL                     ST,,34.0382,-118.2316
240115675,07/30/2024 12:00:00 AM,07/26/2024 12:00:00 AM,1230,01,Central,0124,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,31,M,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,440,,,,100 W  1ST                          ST,,34.0522,-118.2434
240120670,11/01/2024 12:00:00 AM,11/01/2024 12:00:00 AM,1234,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240105892,01/28/2024 12:00:00 AM,01/26/2024 12:00:00 AM,1930,01,Central,0163,1,210,ROBBERY,0913 1820 0416 0429 0344,23,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,7TH,BROADWAY,34.0452,-118.2533
240110893,04/30/2024 12:00:00 AM,04/15/2024 12:00:00 AM,0135,01,Central,0131,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,23,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,100 S  FIGUEROA                     ST,,34.0569,-118.254
240122835,12/19/2024 12:00:00 AM,12/19/2024 12:00:00 AM,0930,01,Central,0143,2,354,THEFT OF IDENTITY,0930,23,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,400 S  BROADWAY,,34.0495,-118.2494
240105852,01/26/2024 12:00:00 AM,01/26/2024 12:00:00 AM,1450,01,Central,0153,2,888,TRESPASSING,0910 1501,0,X,X,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
240114093,07/05/2024 12:00:00 AM,07/05/2024 12:00:00 AM,0555,01,Central,0118,2,888,TRESPASSING,0910,0,X,X,967,MTA - GOLD LINE - CHINATOWN,,,IC,Invest Cont,888,,,,900 N  SPRING                       ST,,34.0635,-118.2357
240117310,08/21/2024 12:00:00 AM,08/21/2024 12:00:00 AM,0730,01,Central,0133,2,888,TRESPASSING,0910,0,M,O,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  BROADWAY,,34.0524,-118.2467
240112291,06/03/2024 12:00:00 AM,06/03/2024 12:00:00 AM,1020,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240122116,12/02/2024 12:00:00 AM,12/01/2024 12:00:00 AM,2030,01,Central,0133,1,330,BURGLARY FROM VEHICLE,1300 0344 0329,32,M,H,101,STREET,,,IC,Invest Cont,330,,,,200 S  BROADWAY,,34.0524,-118.2467
240104916,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1530,01,Central,0153,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,M,X,406,OTHER STORE,,,IC,Invest Cont,442,,,,300 W  7TH                          ST,,34.0467,-118.252
240109102,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1821,01,Central,0122,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0913,38,F,O,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,341,,,,100 N  HILL                         ST,,34.0572,-118.2481
240111250,05/08/2024 12:00:00 AM,05/08/2024 12:00:00 AM,1305,01,Central,0139,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,33,F,W,406,OTHER STORE,,,IC,Invest Cont,343,,,,800    TRACTION                     AV,,34.0453,-118.236
240108130,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1830,01,Central,0129,1,310,BURGLARY,1607 0329 0344,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,400 E  TEMPLE                       ST,,34.0506,-118.2371
240111618,05/11/2024 12:00:00 AM,05/10/2024 12:00:00 AM,1815,01,Central,0138,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,59,F,K,411,PET STORE,,,IC,Invest Cont,341,,,,300 S  ALAMEDA                      ST,,34.0468,-118.2415
240111276,05/10/2024 12:00:00 AM,05/10/2024 12:00:00 AM,0500,01,Central,0119,2,624,BATTERY - SIMPLE ASSAULT,0910 1822 0416,36,F,H,834,LA UNION STATION (NOT LINE SPECIFIC),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240113503,06/24/2024 12:00:00 AM,06/18/2024 12:00:00 AM,1310,01,Central,0192,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,30,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1300 S  FIGUEROA                     ST,,34.0406,-118.268
240110447,04/18/2024 12:00:00 AM,04/12/2024 12:00:00 AM,1900,01,Central,0162,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8TH                          ST,GRAND,34.0459,-118.2579
240121153,11/14/2024 12:00:00 AM,11/05/2024 12:00:00 AM,1200,01,Central,0158,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1200    INDUSTRIAL                   ST,,34.0382,-118.2417
240115538,07/27/2024 12:00:00 AM,07/26/2024 12:00:00 AM,0145,01,Central,0164,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,31,M,W,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440,,,,600 S  SPRING                       ST,,34.046,-118.251
240118995,09/25/2024 12:00:00 AM,09/25/2024 12:00:00 AM,1312,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240104257,01/04/2024 12:00:00 AM,01/04/2024 12:00:00 AM,0930,01,Central,0166,2,901,VIOLATION OF RESTRAINING ORDER,0444 2038 0429,57,M,B,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,901,,,,500 E  7TH                          ST,,34.0421,-118.2469
240121835,11/29/2024 12:00:00 AM,11/29/2024 12:00:00 AM,0915,01,Central,0152,2,888,TRESPASSING,0910,0,X,X,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240116333,08/08/2024 12:00:00 AM,01/08/2024 12:00:00 AM,0001,01,Central,0162,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,800 S  FLOWER                       ST,,34.0473,-118.2601
240109054,03/14/2024 12:00:00 AM,03/14/2024 12:00:00 AM,2100,01,Central,0158,1,330,BURGLARY FROM VEHICLE,0344 1300 1307,32,M,V,101,STREET,,,IC,Invest Cont,330,,,,600    KOHLER                       ST,,34.0393,-118.2405
240112497,06/07/2024 12:00:00 AM,06/07/2024 12:00:00 AM,1100,01,Central,0128,2,888,TRESPASSING,0910 1501,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,400 E  1ST                          ST,,34.0492,-118.2391
240109645,03/21/2024 12:00:00 AM,01/08/2024 12:00:00 AM,2000,01,Central,0164,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0400 0416,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,600 S  MAIN                         ST,,34.0453,-118.2499
240105406,01/20/2024 12:00:00 AM,01/20/2024 12:00:00 AM,1855,01,Central,0159,2,624,BATTERY - SIMPLE ASSAULT,0416,37,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2000 E  7TH                          ST,,34.0387,-118.2335
240112713,06/11/2024 12:00:00 AM,06/10/2024 12:00:00 AM,1330,01,Central,0176,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,500 E  8TH                          ST,,34.0401,-118.2504
240114715,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,0825,01,Central,0153,2,888,TRESPASSING,0910,0,X,X,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
240122509,12/11/2024 12:00:00 AM,12/11/2024 12:00:00 AM,1830,01,Central,0138,1,330,BURGLARY FROM VEHICLE,0344 0329 1307 1609,33,M,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,330,,,,E  3RD                          ST,S  CENTRAL                      AV,34.0461,-118.2395
